text,label,4,4
"- Tweetie is using Yfrog now, I think, so any chance of adding it to the in-client image viewing?",neutral,97,97
You cna get em for about Ã¯Â¿Â½17 but I`ve got one for Ã¯Â¿Â½27 which is Asus same as lappie,neutral,92,92
you should enter the giveaway then!!!! who couldn`t use $25...I know I could,neutral,76,76
! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH. sorry for creepering? ..not really lol,neutral,92,92
!! WE WILL MISS THOMAS BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,neutral,78,78
**** IT! I want to see that movie sooo bad. Don`t tell me anything. hehe.,neutral,73,73
"**** YEAH DUDE!!! I would ask how it was, but I already **** know! How`re you?",neutral,78,78
*hugs* listening to EBTG 'Each & Every One' perfect for public hol Monday morn with cuppa T,neutral,91,91
*phew* Will make a note in case anyone else runs into the same issueÃ¯Â¿Â½,neutral,74,74
", just dont understand what`s it got to do with me. I`m just a nice girl",neutral,72,72
.. did you have to bust a cap? tell me you had to bust a cap for Jesus!,neutral,71,71
... and that includes the chota-chota stuff released by Reflexie Arcade too!,neutral,76,76
"... Thanks Okiebud! I get the message..Sorry, the content you selected is not currently available..",neutral,99,99
......when I find chays keys im gonna clean my room up tomorrow. They`ll pop up,neutral,79,79
...snuggles you back......everyones telling me to get over it ...but ive had her 15 years x,neutral,91,91
": Yes, that`s what I was implying. Was a bit too subtle, as usual, I suppose.",neutral,77,77
_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,neutral,73,73
"07 !!! It`s bloody quick,, even my gran could drift it http://twitpic.com/4ja93",neutral,79,79
A friend uses Logic and I must admit I did like it...but I don`t have a Mac,neutral,75,75
A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down,neutral,97,97
aaaaaaaahhhhhhhh I hate the Internet When will people learn 'native widgets are always best',neutral,92,92
"Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",neutral,71,71
Actually I think the NA release date was confirmed for September so it`s a bit more of a wait.,neutral,94,94
actually I`d prefer a rum or gin but don`t have have any as I`ve preferred them too much previously,neutral,99,99
actually was planning on working @ w12th but alas meetings kaiboshed that plan,neutral,78,78
"actually, i really do. mostly when i forget to take off my makeup before bed",neutral,76,76
"actually,we r going there in june with my office colleagues,paid by company",neutral,75,75
ah same how was oliver?? so anooyed i couldnt come. we are the only ones with twiiter its great! x,neutral,98,98
"ah, I misunderstood your message. but really dislike the F word in the url good luck with the march",neutral,99,99
"ahh but sometimes that`s the best kind of day, lazing around doing very little with a cuppa",neutral,91,91
ahh naa i dont like rain nm really friend is comin over then goin 2 my grans,neutral,76,76
Ahh! normally I would jump at that but i`m manning the office solo today,neutral,72,72
all tubes closed on 9th and 10th of june any idea of how to get to the venue?,neutral,77,77
always wanted to see that film never got round to it must get it on DVD tell me if its any good,neutral,95,95
"Amadeus is the best Mozart movie. I got kicked out of high school chorus, missed a trip to Hawaii.",neutral,98,98
Amy did u already check out the antics of Parella and Marcia? news... and entertainment on Twitter,neutral,98,98
"and he`s not even fat!!!! Huh, ? He`s just friggin huge! I have a freak.",neutral,72,72
"And how! It`s already been 1 year, it`ll be WWDC 2010 before you know it.",neutral,73,73
anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys,neutral,93,93
AP is Associated Press: http://www.ap.org/ There are many other global news agencies like it,neutral,92,92
apparently a looong time seeing as they seem to be everywhere except LA,neutral,71,71
Are you shattered after that long week? Thats a pity about tomorrow night,neutral,73,73
Are you still taking calls? We were next to talk to you and we got disconnected before you got now.,neutral,99,99
"- arrggh kids that won`t settle....need some Kava for Liam, that`ll sort `em...",neutral,79,79
at Le mont`s door ..it`s closed maybe they are too rich passed pairung as well,neutral,78,78
at the #manics gig. Toasting your speedy recovery - sorry you can`t be here,neutral,75,75
awe wit the snap of my fingers n a nod of my head ur rain is gone lol...thxs hit up afterwards,neutral,94,94
aww cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,neutral,74,74
aww :/ kk I need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,neutral,92,92
aww at when she was cryin tho...i want her to get thru...i feel sorry for her shes so good tho.,neutral,95,95
aww i know its my addiction! awww i know sameee ! its just more more more !,neutral,75,75
aww... sorry for both of you. May the LORD give you strength and rest today!,neutral,76,76
awww well I am here...just in case...I am not like THE PERFECT FUNNY FRIEND but I`m here hehe,neutral,93,93
awww I wish I could have been there I`m stuck here about to jab out my eyes with knitting needles,neutral,97,97
Because those companies that make the bag sealers will go out of business.,neutral,74,74
been there done that. It always ended up with me selling the machine and going back to my mac,neutral,93,93
Bet she plays on Medium and you play on easy too huh... #iPhone #Fun #Game,neutral,74,74
boo you can come over and we`ll watch telenovelas and braid each others hair.,neutral,77,77
"bugger, that would have been nice but typically, we`re heading to Bristol",neutral,73,73
but thats 7 weeks away Im sure we got by only tweeting at night before?,neutral,71,71
But yeah...I`m sad about my 'Ravenclaw' account. I love that account to bits.,neutral,77,77
Call me when you have time and a good phone I wanna catch up with you! I love you and miss you.,neutral,95,95
can you send ringtones to iPhones?! Idk how to regular ringtones for it,neutral,71,71
"Can`t, did I forget to say that? hahaha I wouldn`t be able to get home.",neutral,71,71
"can`t. wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what`re u doing up???!",neutral,97,97
cant wait till ur may 22 show!! u better stop by and hang out in newcastle ****,neutral,79,79
"check out her new song 'sentimental, wat-a-joke-ental' she`s a fren www.last.fm/music/marple+meg",neutral,96,96
check out review for the movie Fighting - http://bit.ly/Fle9j Hilarious!! leave this guy a comment!,neutral,99,99
chill its da rihanna bob. If it was 16 in I`d have no problem!!! Lol. R u at school all summer,neutral,94,94
"come overhere then, the Dutch don`t dub might go in an hour #BringTaraBack",neutral,74,74
"Cool! I have one (from a decluttering friend), but I don`t know how to play",neutral,75,75
cool. I`m tempted too see it again I feel sorry for JB though because there were hardly any people,neutral,98,98
"Correction: 'facetious' not 'sarcastic.' Apologies. Oh, and happy Mother`s Day!",neutral,79,79
"daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot",neutral,92,92
damnnn. training starts at 11. but that would have been cool. next timeee,neutral,73,73
Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.,neutral,95,95
dave why why why can`t this happen when I`m not working and can listen?! :::whining big time:::,neutral,95,95
"definitely, or even just 'i`ll call you', they never do how was ur day? ****",neutral,76,76
depressed that both of those are already out but yours isnt. I want your book!!,neutral,79,79
Did they already get the tax money from Helio for his winning of the pole position! Ha ha!!,neutral,91,91
ditching out again? you will be missed. I wish my ruby boys would represent.,neutral,76,76
"don`t wait on Red, could be ages. I know what you mean, though. Really looking for a new job",neutral,92,92
dont think me ugly - but tha dumb **** is lookin a lill betta - an he know it!,neutral,78,78
DUDE. You`re a hax0r!!!1! You should put Final Cut Pro on there and tell me how stable it is,neutral,92,92
Eeee! Hiya! Haven`t spoken to you in ages! How you doing? *enormous hug*,neutral,72,72
"EpiCentre Wheelock Place, 250 units & for tourists only. Starting today",neutral,71,71
"even if I was drunk, I`d think about using a fake/temporary mail address",neutral,72,72
Evening Yorkshire`s warm but overcast. How`s NZ? Don`t tell me - dark lol,neutral,73,73
"Everyone seems to love it, but it felt kinda lazy and repetative to me. I was really disappointed.",neutral,98,98
everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni,neutral,92,92
feel better soon! Your immune system must be away on holiday somewhere... probably with mine,neutral,92,92
flew Brisbane - Lax today. Great flight. Love the lights. Shame about one drink limit though!,neutral,93,93
"FML dad didnt leave me any moneyz, so i have 2 wait till he gets home call me when you finish work?",neutral,99,99
For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q,neutral,92,92
for sure....I still got 2 hrs till I will be home at the fridge but then BEER BEER BEER lol,neutral,91,91
Forget completely abt uploading the assignemtn. Only remmebered cos of ur twit.,neutral,79,79
Get a dachshund they are awesome at getting stuck in silly places I should know I breed them!,neutral,93,93
girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above,neutral,95,95
glad 2hear it kerry!!! didnt know u were on gmtv this morning & i missed it!,neutral,76,76
"Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",neutral,93,93
Gone have my ears on it when I am at home ..plenty of painting for you as well,neutral,78,78
"Good morning! Aww, sorry that you were stuck in the airport for 12 hours!!",neutral,74,74
"Got tickets for your gig in Glasgow, gutted we have to wait til November though",neutral,79,79
"Ha - check the high scores today, currently I have the No1 slot at 306,000",neutral,74,74
"had someone tell me tonight 'there are only 2 states to be in, QLD and Pissed'",neutral,78,78
"hah eeee, although understandable.. i need a new picture for this thing.. but i`m all sweaty",neutral,92,92
haha y`all should REALLY hurry up and announce AUSTRALIAN tour dates. it`s been 3 freaking MONTHS!,neutral,98,98
haha I tried covering it with make up.. It doesn`t work lol so wearing a scarf is the way to go.,neutral,96,96
"haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem",neutral,77,77
"haha ofcoooursee you do, its pretty much a must, and pluss its dress up night, jst added incentive",neutral,98,98
"haha yea! Just working and chillin in the eastbay. Unlike u, I don`t get a summer break boo",neutral,91,91
haha! I remember that! That trip was fun. I Miss miss miss miss miss chu,neutral,72,72
Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,neutral,78,78
"haha! you`re so funny, Mikee .. you`re probably the only Mike I`ll ever like *sad thoughts*",neutral,91,91
haha!! someone with an axe just popped up at you Scenie!! what did you do???,neutral,76,76
haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,neutral,75,75
hahaha sa una lang yan! i started with 40 minutes ng 5k. that was a year ago.,neutral,77,77
"hahaha.. it`s ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then",neutral,94,94
hahaha.. sadly this one`s supposed to be done individually.. so no chance of social loafing lol,neutral,95,95
"HAHAHAHAHAHHAAAA god Randy, I miss you! hope you`re having a great time buddy! catch a wave for me",neutral,98,98
HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,neutral,99,99
haiiii sankQ i`m fineee ima js get a checkup cos my rib hurts LOL idk but i shall be fine ~ thanks,neutral,98,98
has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,neutral,92,92
hasn`t shipped yet I won`t get over there until at least 7. I`ll call you.,neutral,74,74
"Have a great show Doug, have fun. Im sorry that I wont be there to watch you",neutral,76,76
have someone help you with the makeup...you gots to go out looking fine and have another shot,neutral,93,93
Have you been going to the Trop for the last 5 years? No more games for you!,neutral,76,76
Have you heard the song 'Purpose' from Avenue Q? Your post reminds me of that.,neutral,78,78
he`s on zul`jin (i think that`s how you spell it) so i doubt they`ll ever meet,neutral,78,78
"Headaches suck, especially stress related ones. I used to get those a lot. <3",neutral,77,77
"Heh. When I moved into my house Pius was having a pep rally, so there was cheering and a band.",neutral,94,94
"Hehe...until it comes back, your FB friends get a Twitter respite huh? JK!",neutral,74,74
hehehe!! Are you tryna find another condom better get u for boxes cuz ima take u thru all of em,neutral,95,95
heLLo tayLor.. just wanna say i`ve aLready voted 4 u i think 5 times..haha,neutral,74,74
"Hello, I see your online, can u talk to me pleeez! From a fellow BAMF. lol",neutral,74,74
"Hello, im good thank you - tottaly tired, been working lots today...tottaly shattered! what about u",neutral,99,99
hey Chelsea! Is Your Arm hurtig from the vaccines we had todayyy? loveeya,neutral,73,73
"hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral,71,71
"hey Nat, just wondering, why are your videos never available on the iPhone?",neutral,75,75
Hey Talinda How Tyler slept this night? My nephew is now 4 yrs old and he stopped naps from age 3,neutral,97,97
"hey ty for tip, wifi networking is one if my many talents I`ll get on it when I can be bothered LOL",neutral,99,99
Hey! Who are you closest to among all the Disney stars? [I`m a Filipno too. D],neutral,78,78
Hey! That`s about what ours was... for round 1. :/ Round 2 next week...,neutral,71,71
"Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now",neutral,74,74
"Hey, where do you go last night? Was expecting to see you @ On Broadway.",neutral,72,72
"Hey. I won`t be coming to town this weekend, because I don`t have a day off until next friday.",neutral,94,94
heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,neutral,92,92
hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all fault he said u cancelled so I thought....,neutral,98,98
Hi Its not about howmany people follow you its about how much you help others,neutral,77,77
hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from via Tasmania. DM me,neutral,99,99
hi.wanna see 17 again again with me ;) i`ll fly to cali and see it with you,neutral,75,75
HIM shirt at dinner? Do you need to ask?? Does it actually have Ville on it?,neutral,76,76
Hiya! You might want to delete and retweet - the link to your blog doesn`t work,neutral,79,79
"hiya, hows your week been?? just tried to DM you but your not following! x",neutral,74,74
"Hiyaaaaaa just got back from the scan! wow, was amazing, i cried haha, ****",neutral,75,75
HMM Gonna go with ran 4 miles and hit the gym... now time to wake the kids up,neutral,77,77
hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!,neutral,97,97
Hooray! Your avatar is back! Wil go and put it in the Gardeners zone now,neutral,72,72
Hope you get your car today Hate anything that stops me from my work ;),neutral,71,71
how come its for us now to win ms twitter world.is it not working for you ?,neutral,75,75
"how old is jonathan jr? I`ve got four cockatiels, they`re two years now",neutral,71,71
http://bit.ly/QQe7B heres the link i`ll be talking to you on hereeeeee about it during the movie (x,neutral,99,99
http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo of the.rainbowholic.me&&eerie-silence.net,neutral,92,92
http://tinyurl.com/d4l3oe Desktop wallpaper like the inside of a monitor,neutral,72,72
"http://twitpic.com/449yj - If I say 'Mystery Science Theatre 3000', does that mean anything to you?",neutral,99,99
http://twitpic.com/4wrxq - whens your little gingg getting twitter ? from g + j,neutral,79,79
http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight,neutral,74,74
http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude,neutral,71,71
http://twitpic.com/66st1 - please let me freee... I can`t watch you **** for much loongerrr!,neutral,92,92
http://twitpic.com/67kb6 - Sad day! What a great guy and enthusiastic teacher.,neutral,78,78
"http://twitpic.com/67owu - Nice - I had tickets for tonight`s game, but I`m staying home sick",neutral,93,93
http://www.thinkgeek.com/books/nonfiction/b322/ <-- Get me one of those and maybe next time,neutral,91,91
I agree. Everybody would`ve been excited and then it goes... ohhhh nooooo..... MS screws up again..,neutral,99,99
I aint blanco either..Yo 100% Puerto Rican mami....yo show muy amor yi tu...but yo no se...,neutral,91,91
I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this,neutral,96,96
I am absolutely craving a brownie with ice cream right now. FedEx some over!,neutral,76,76
I am so so sorry to hear that he has parvo. Good vibes comming your way.,neutral,72,72
"I am UCE, I did my PGCE there went to Leicester for my main degree though ...",neutral,77,77
"I applaud you for accepting **** marriage, I have rels that are born again that hate me for it.",neutral,95,95
I been following.... LOL.. just dont be paying attention to little ol Mylan,neutral,75,75
"I believe that is true, FML is quite the phenomenon...all thx to Superbad",neutral,73,73
"I can understand, pains been part of my life for a long time now I hope you feel a bit better soon.",neutral,99,99
i can`t call you cause my portable sais that this number not excist i want so much to talk to you,neutral,97,97
I could have! I had extra tickets. Plus we had two Twitter Giveaways We`ll get you next time.,neutral,93,93
"I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral,78,78
i didnt think the vid was hoeish i actually love it.it was so nasty lol,neutral,71,71
i dnt think i can ever get tired of'The Climb'its just 1 of those sngs u`ll always remember ...,neutral,95,95
I do have one coloured one on my leg. Its a butterfly filled with colour! x,neutral,75,75
"I do text to twitter sometimes, but I don`t receive any on my phone so....",neutral,74,74
I don`t feel like having to reboot If only OSX supported Hibernate & Reboot in Bootcamp... -.-,neutral,94,94
I don`t know how to send it to you Anna. Let me think for a bit and I will find some way to do it,neutral,97,97
I don`t like fishfingers. I don`t like fish or seafood really. But enjoy it,neutral,75,75
I dunno man. How bout some wendy`s?? mmmmmm we dont gots that in H-town,neutral,71,71
I feel you I have a third eye right now and right before I go see foreign boys,neutral,78,78
"I feel your pain man, people say it`s really good but I don`t have the money to waste on a PS3",neutral,94,94
i foot think it will let you since it.s international but we have twitter haha,neutral,78,78
I forget you`re from Venezuela! Talking with you is like with my classmates.,neutral,76,76
I gave up following - She seems really nice but clutters the hell out of my feed. It got annoying.,neutral,98,98
"i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc",neutral,99,99
i got talent too u nvr hear me sing or dance them does call me Mini Breezy,neutral,74,74
"I guessed right, like 25 minutes ago...do you even see your replies....lol",neutral,74,74
"i had had a baked dinner yummy cant wait for new short stack tv, what kind of dips shall it be?",neutral,95,95
I had to work and missed it Shannon could barely contain herself. She had an amazingly good time,neutral,96,96
"I hate doing em, but get dragged here by ... at least it`s a beautiful day",neutral,74,74
I have an even dozen. thanks for reminding me. I quilt 2 and make 3. LOL,neutral,72,72
i have restricted driving priviledges... and i didn`t even do anything. stupid double standards,neutral,95,95
I have to figure out how this works!! I don`t get it Hope you`re doing well!!!,neutral,78,78
I have to go to Spanish mass on Sunday And then write a couple of papers. Boo.,neutral,78,78
I have to spend lots of our money on a new boiler...great!!! Not so lucky hey,neutral,77,77
I have too much work to drink now. but I do love afternoons in the pub.,neutral,71,71
"i hope he is ok too. i miss him and the doc better not be a douchenozzle, ill be one right back!",neutral,96,96
I just found out 5 minutes ago mama said his speech is still slurred but he seems to be doing ok,neutral,96,96
I just wish would send a bruh a DM `I won`t be on til` so I don`t waste my erection on a bot,neutral,92,92
"I keep trying but no, I didn`t win Had the right answer though! Trick question!",neutral,79,79
"I know But maybe by then you will have forgotten about it, and it will be like Christmas in July!!",neutral,98,98
I know exactly what you mean. My treats are more `awhile` than `once in`,neutral,72,72
i know hella i wish i could be how my mom was and just move across the usa!,neutral,75,75
"I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time.",neutral,97,97
"I know, but I`m on Rogers and I`m pretty sure they don`t have the same agreement with Twitter.",neutral,94,94
"I know. But like I said, I have no idea how long it takes for them to investigate this stuff.",neutral,93,93
"I know... Sometimes it`s just letting go of it all for a while that makes the difference, eh?",neutral,93,93
i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,neutral,99,99
I like mine green Just somehow doesn`t taste minty otherwise .. heh heh.,neutral,72,72
I love #polaroid - such a shame they don`t make the film for it anymore,neutral,71,71
I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go,neutral,99,99
i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak,neutral,71,71
"I need to move to NY, SanFran, or Seattle to get worth-a-**** internet speeds",neutral,77,77
I no he`s the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,neutral,96,96
I normally dnt sleep until like 6 cud never sleep at night n ur entertainment,neutral,77,77
I only ever seem to listen to Dirty these days. Most of our CD`s are still at Greg`s parents,neutral,92,92
I saw the pic. You surely don`t look like Amisha Patel nor like a mum of one,neutral,76,76
I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!,neutral,93,93
"i suppose this will be in the blog post, but could u email me who was there too",neutral,79,79
"I tried TD, but it battled with CS3 over my processor. Nambu is really good, but unintuitive",neutral,92,92
i tryed that the other day but they werent giving up what they were using!,neutral,74,74
I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher,neutral,96,96
I walk to & from work...about 25 mins...think that makes it worse Improves once indoors tho.,neutral,92,92
I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,neutral,98,98
i want 2 but i dinna hink it`ll get shown in elgin n got nae1 2 go with(n),neutral,74,74
i want to! but im not over 18 and t&c says over 18`s only wanna make an exception for me ;),neutral,91,91
"I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral,76,76
I was going to send you the photo by DM but can`t as you not following me...,neutral,76,76
i was in front of u the other day i waved and u didnt off to eddie izzard now!,neutral,78,78
"I was in row P, but i tried to run down to the front in Corrupted and i could see you singing away",neutral,98,98
I was sad to hear they shaved too I really liked the beards. I feel like I`m in the minority.,neutral,93,93
I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy,neutral,77,77
"I watched that too!!! I didnt want her to win, but she put up a good fight..lol",neutral,79,79
"I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any",neutral,98,98
"I will take pics soon :] Also, I would hang out with you everyday if we lived near each other",neutral,93,93
I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting,neutral,94,94
i wish i had a 12hr nap!! lets talk rachel into getting one of these now.. lol,neutral,78,78
i wish i was there! but i live in holland ): but i`m going to see you in paris,neutral,78,78
i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen... ugh,neutral,99,99
I won`t b hereeeeee. Imma b in georgia and then I`m off to LA. Grrrrrr!,neutral,71,71
I work at a movie theatre in Toledo and I`d let you come see it for free. But it`s not in 3D,neutral,92,92
I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,neutral,99,99
"I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",neutral,71,71
I would never do such a thing! The only thing more awesomerer is the 15 minute walk to work,neutral,91,91
"-i`d love to be able to bike/bus/walk to work, but it isn`t safe in my area",neutral,75,75
I`ll say Even I don`t do Dominos anymore - I prefer Pizza Hut`s crunchy fresh veggie pizzas,neutral,91,91
I`ll stop by for a bit when I`m off. But have to rush to rehearsal - no quiet for me tonight.,neutral,93,93
I`m considering buying one of these. Hence the `Monk' look http://bit.ly/9VbzG,neutral,78,78
I`m going to turn it off. We Tribbles don`t need tracking devices! #hhrs,neutral,72,72
I`m gonna miss the show at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,neutral,99,99
I`m not goin have a way out there til b.dix gets off but we swimming tomorrow !,neutral,79,79
I`m not part of that generation unfortunately. This is really good though,neutral,73,73
I`m okay. Ima go to the park and play some ball. Not in the best of moods. Got stress to relieve.,neutral,97,97
I`m on mobile web and it won`t let me it looks awesome though....and no one reads my tweets anyway.,neutral,99,99
"I`m originally from Seattle, I`ve just lived everywhere else, including Many places in the south",neutral,96,96
-normal people scare me*,fear,24,24
"I`m still on the bandwagon. Figured I`ve been on this ride so far, might as well see what happens.",neutral,98,98
I`m sure some1 will **** out and play. I`m workin through til midnight.,neutral,71,71
"I`m sure the Mrs. will follow when she gets comfortable on the new computer, may be a while #hhrs",neutral,97,97
I`m trying to convince to wait a bit to see Up! as well. She doesn`t want to see it with me,neutral,91,91
i`m with you in this. i`ve always have prob prioritizing myself ahead of him.,neutral,77,77
I`ve always said to PD that I wanted a kitchen like yours...I just wouldn`t know what to do with it,neutral,99,99
I`ve had the week off too...but I have Biology exams to revise for so my Bones time is limited,neutral,94,94
"If you click on Settings, there is a link to the public timeline at the bottom of that page.",neutral,92,92
if you were down the road from me you can bet i would be right there #MMOT,neutral,74,74
im a pleb i had to take it out of the freezer.. and put it in the oven!,neutral,71,71
im not a cookie so i wont comment heh. who were those 2 girls who sang Crush btw? wud u know?,neutral,93,93
"im sure s`okay, ill save my $$ and before u know it weiss will be mine.",neutral,71,71
in my opinion one gray hair is one too many... I have way too many as well,neutral,74,74
In our vedanta class we have a saying 'Chit Happens' (chit being mind vibrations or thoughts),neutral,93,93
in the sun and changing my default icon just for you what`re your plans?,neutral,72,72
internet billing with fee of 30% and only in 13 countries and a setup cost of 5000 for usa alone,neutral,96,96
is it a worldwide number? caause for some reason my phone wont dial the number,neutral,78,78
is it in crowntown? i think i may just meet you there? let me get ready and ill let you know,neutral,92,92
"Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",neutral,75,75
It didn`t start as a long message ... It just got longer when I wrote it,neutral,72,72
"it is far from downtown, 30-40 minutes or so and they do have veggie burgers",neutral,76,76
it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral,95,95
It was on my CNN subscription on Google Reader. I couldn`t help but repost it,neutral,77,77
"It would be great if those VIPS were for some acts I`d enjoy seeing, but noooo.",neutral,79,79
it`s a she and she`s way too stubborn right now. thanks for caring though,neutral,73,73
It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,neutral,93,93
it`s been hectiv runny around after the women but goof just making them both a surprise now,neutral,91,91
"it`s called a telephone. I know it`s new technology, but it`s the way forward!",neutral,78,78
"It`s good they`re realistic, but I still don`t like thinking about it!!!",neutral,72,72
